,acc_ours,acc_yeaz,t1,t2,num_cells1,num_cells2,timediff
638,1.0,1.0,70,79,9,10,45
639,1.0,1.0,71,72,9,9,5
640,1.0,1.0,71,73,9,9,10
641,1.0,1.0,71,74,9,10,15
642,1.0,1.0,71,75,9,10,20
643,1.0,1.0,71,76,9,10,25
644,1.0,1.0,71,77,9,10,30
645,1.0,1.0,71,78,9,10,35
646,1.0,1.0,71,79,9,10,40
647,1.0,1.0,71,80,9,10,45
648,1.0,1.0,72,73,9,9,5
649,1.0,1.0,72,74,9,10,10
650,1.0,1.0,72,75,9,10,15
651,1.0,1.0,72,76,9,10,20
652,1.0,1.0,72,77,9,10,25
653,1.0,1.0,72,78,9,10,30
654,1.0,1.0,72,79,9,10,35
655,1.0,1.0,72,80,9,10,40
656,1.0,1.0,72,81,9,10,45
657,1.0,1.0,73,74,9,10,5
658,1.0,1.0,73,75,9,10,10
659,1.0,1.0,73,76,9,10,15
660,1.0,1.0,73,77,9,10,20
661,1.0,1.0,73,78,9,10,25
662,1.0,1.0,73,79,9,10,30
663,1.0,1.0,73,80,9,10,35
664,1.0,1.0,73,81,9,10,40
665,1.0,1.0,73,82,9,10,45
666,1.0,1.0,74,75,10,10,5
667,1.0,1.0,74,76,10,10,10
668,1.0,1.0,74,77,10,10,15
669,1.0,1.0,74,78,10,10,20
670,1.0,1.0,74,79,10,10,25
671,1.0,1.0,74,80,10,10,30
672,1.0,1.0,74,81,10,10,35
673,1.0,1.0,74,82,10,10,40
674,1.0,1.0,74,83,10,10,45
675,1.0,1.0,75,76,10,10,5
676,1.0,1.0,75,77,10,10,10
677,1.0,1.0,75,78,10,10,15
678,1.0,1.0,75,79,10,10,20
679,1.0,1.0,75,80,10,10,25
680,1.0,1.0,75,81,10,10,30
681,1.0,1.0,75,82,10,10,35
682,1.0,1.0,75,83,10,10,40
683,1.0,1.0,75,84,10,10,45
684,1.0,1.0,76,77,10,10,5
685,1.0,1.0,76,78,10,10,10
686,1.0,1.0,76,79,10,10,15
687,1.0,1.0,76,80,10,10,20
688,1.0,1.0,76,81,10,10,25
689,1.0,1.0,76,82,10,10,30
690,1.0,1.0,76,83,10,10,35
691,1.0,1.0,76,84,10,10,40
692,1.0,1.0,76,85,10,10,45
693,1.0,1.0,77,78,10,10,5
694,1.0,1.0,77,79,10,10,10
695,1.0,1.0,77,80,10,10,15
696,1.0,1.0,77,81,10,10,20
697,1.0,1.0,77,82,10,10,25
698,1.0,1.0,77,83,10,10,30
699,1.0,1.0,77,84,10,10,35
700,1.0,1.0,77,85,10,10,40
701,1.0,1.0,77,86,10,10,45
702,1.0,1.0,78,79,10,10,5
703,1.0,1.0,78,80,10,10,10
704,1.0,1.0,78,81,10,10,15
705,1.0,1.0,78,82,10,10,20
706,1.0,1.0,78,83,10,10,25
707,1.0,1.0,78,84,10,10,30
708,1.0,1.0,78,85,10,10,35
709,1.0,1.0,78,86,10,10,40
710,1.0,1.0,78,87,10,10,45
711,1.0,1.0,79,80,10,10,5
712,1.0,1.0,79,81,10,10,10
713,1.0,1.0,79,82,10,10,15
714,1.0,1.0,79,83,10,10,20
715,1.0,1.0,79,84,10,10,25
716,1.0,1.0,79,85,10,10,30
717,1.0,1.0,79,86,10,10,35
718,1.0,1.0,79,87,10,10,40
719,1.0,1.0,79,88,10,11,45
720,1.0,1.0,80,81,10,10,5
721,1.0,1.0,80,82,10,10,10
722,1.0,1.0,80,83,10,10,15
723,1.0,1.0,80,84,10,10,20
724,1.0,1.0,80,85,10,10,25
725,1.0,1.0,80,86,10,10,30
726,1.0,1.0,80,87,10,10,35
727,1.0,1.0,80,88,10,11,40
728,1.0,1.0,80,89,10,11,45
729,1.0,1.0,81,82,10,10,5
730,1.0,1.0,81,83,10,10,10
731,1.0,1.0,81,84,10,10,15
732,1.0,1.0,81,85,10,10,20
733,1.0,1.0,81,86,10,10,25
734,1.0,1.0,81,87,10,10,30
735,1.0,1.0,81,88,10,11,35
736,1.0,1.0,81,89,10,11,40
737,1.0,1.0,81,90,10,11,45
738,1.0,1.0,82,83,10,10,5
739,1.0,1.0,82,84,10,10,10
740,1.0,1.0,82,85,10,10,15
741,1.0,1.0,82,86,10,10,20
742,1.0,1.0,82,87,10,10,25
743,1.0,1.0,82,88,10,11,30
744,1.0,1.0,82,89,10,11,35
745,1.0,1.0,82,90,10,11,40
746,1.0,1.0,82,91,10,11,45
747,1.0,1.0,83,84,10,10,5
748,1.0,1.0,83,85,10,10,10
749,1.0,1.0,83,86,10,10,15
750,1.0,1.0,83,87,10,10,20
751,1.0,1.0,83,88,10,11,25
752,1.0,1.0,83,89,10,11,30
753,1.0,1.0,83,90,10,11,35
754,1.0,1.0,83,91,10,11,40
755,1.0,1.0,83,92,10,11,45
756,1.0,1.0,84,85,10,10,5
757,1.0,1.0,84,86,10,10,10
758,1.0,1.0,84,87,10,10,15
759,1.0,1.0,84,88,10,11,20
760,1.0,1.0,84,89,10,11,25
761,1.0,1.0,84,90,10,11,30
762,1.0,1.0,84,91,10,11,35
763,1.0,1.0,84,92,10,11,40
764,1.0,1.0,84,93,10,11,45
765,1.0,1.0,85,86,10,10,5
766,1.0,1.0,85,87,10,10,10
767,1.0,1.0,85,88,10,11,15
768,1.0,1.0,85,89,10,11,20
769,1.0,1.0,85,90,10,11,25
770,1.0,1.0,85,91,10,11,30
771,1.0,1.0,85,92,10,11,35
772,1.0,1.0,85,93,10,11,40
773,1.0,1.0,85,94,10,12,45
774,1.0,1.0,86,87,10,10,5
775,1.0,1.0,86,88,10,11,10
776,1.0,1.0,86,89,10,11,15
777,1.0,1.0,86,90,10,11,20
778,1.0,1.0,86,91,10,11,25
779,1.0,1.0,86,92,10,11,30
780,1.0,1.0,86,93,10,11,35
781,1.0,1.0,86,94,10,12,40
782,1.0,1.0,86,95,10,12,45
783,1.0,1.0,87,88,10,11,5
784,1.0,1.0,87,89,10,11,10
785,1.0,1.0,87,90,10,11,15
786,1.0,1.0,87,91,10,11,20
787,1.0,1.0,87,92,10,11,25
788,1.0,1.0,87,93,10,11,30
789,1.0,1.0,87,94,10,12,35
790,1.0,1.0,87,95,10,12,40
791,1.0,1.0,87,96,10,12,45
792,1.0,1.0,88,89,11,11,5
793,1.0,1.0,88,90,11,11,10
794,1.0,1.0,88,91,11,11,15
795,1.0,1.0,88,92,11,11,20
796,1.0,1.0,88,93,11,11,25
797,1.0,1.0,88,94,11,12,30
798,1.0,1.0,88,95,11,12,35
799,1.0,1.0,88,96,11,12,40
800,1.0,1.0,88,97,11,12,45
801,1.0,1.0,89,90,11,11,5
802,1.0,1.0,89,91,11,11,10
803,1.0,1.0,89,92,11,11,15
804,1.0,1.0,89,93,11,11,20
805,1.0,1.0,89,94,11,12,25
806,1.0,1.0,89,95,11,12,30
807,1.0,1.0,89,96,11,12,35
808,1.0,1.0,89,97,11,12,40
809,1.0,1.0,89,98,11,12,45
810,1.0,1.0,90,91,11,11,5
811,1.0,1.0,90,92,11,11,10
812,1.0,1.0,90,93,11,11,15
813,1.0,1.0,90,94,11,12,20
814,1.0,1.0,90,95,11,12,25
815,1.0,1.0,90,96,11,12,30
816,1.0,1.0,90,97,11,12,35
817,1.0,1.0,90,98,11,12,40
818,1.0,1.0,90,99,11,12,45
819,1.0,1.0,91,92,11,11,5
820,1.0,1.0,91,93,11,11,10
821,1.0,1.0,91,94,11,12,15
822,1.0,1.0,91,95,11,12,20
823,1.0,1.0,91,96,11,12,25
824,1.0,1.0,91,97,11,12,30
825,1.0,1.0,91,98,11,12,35
826,1.0,1.0,91,99,11,12,40
827,1.0,1.0,91,100,11,13,45
828,1.0,1.0,92,93,11,11,5
829,1.0,1.0,92,94,11,12,10
830,1.0,1.0,92,95,11,12,15
831,1.0,1.0,92,96,11,12,20
832,1.0,1.0,92,97,11,12,25
833,1.0,1.0,92,98,11,12,30
834,1.0,1.0,92,99,11,12,35
835,1.0,1.0,92,100,11,13,40
836,1.0,1.0,92,101,11,14,45
837,1.0,1.0,93,94,11,12,5
838,1.0,1.0,93,95,11,12,10
839,1.0,1.0,93,96,11,12,15
840,1.0,1.0,93,97,11,12,20
841,1.0,1.0,93,98,11,12,25
842,1.0,1.0,93,99,11,12,30
843,1.0,1.0,93,100,11,13,35
844,1.0,1.0,93,101,11,14,40
845,1.0,1.0,93,102,11,14,45
846,1.0,1.0,94,95,12,12,5
847,1.0,1.0,94,96,12,12,10
848,1.0,1.0,94,97,12,12,15
849,1.0,1.0,94,98,12,12,20
850,1.0,1.0,94,99,12,12,25
851,1.0,1.0,94,100,12,13,30
852,1.0,1.0,94,101,12,14,35
853,1.0,1.0,94,102,12,14,40
854,1.0,1.0,94,103,12,14,45
855,1.0,1.0,95,96,12,12,5
856,1.0,1.0,95,97,12,12,10
857,1.0,1.0,95,98,12,12,15
858,1.0,1.0,95,99,12,12,20
859,1.0,1.0,95,100,12,13,25
860,1.0,1.0,95,101,12,14,30
861,1.0,1.0,95,102,12,14,35
862,1.0,1.0,95,103,12,14,40
863,1.0,1.0,95,104,12,14,45
864,1.0,1.0,96,97,12,12,5
865,1.0,1.0,96,98,12,12,10
866,1.0,1.0,96,99,12,12,15
867,1.0,1.0,96,100,12,13,20
868,1.0,1.0,96,101,12,14,25
869,1.0,1.0,96,102,12,14,30
870,1.0,1.0,96,103,12,14,35
871,1.0,1.0,96,104,12,14,40
872,1.0,1.0,96,105,12,14,45
873,1.0,1.0,97,98,12,12,5
874,1.0,1.0,97,99,12,12,10
875,1.0,1.0,97,100,12,13,15
876,1.0,1.0,97,101,12,14,20
877,1.0,1.0,97,102,12,14,25
878,1.0,1.0,97,103,12,14,30
879,1.0,1.0,97,104,12,14,35
880,1.0,1.0,97,105,12,14,40
881,1.0,1.0,97,106,12,14,45
882,1.0,1.0,98,99,12,12,5
883,1.0,1.0,98,100,12,13,10
884,1.0,1.0,98,101,12,14,15
885,1.0,1.0,98,102,12,14,20
886,1.0,1.0,98,103,12,14,25
887,1.0,1.0,98,104,12,14,30
888,1.0,1.0,98,105,12,14,35
889,1.0,1.0,98,106,12,14,40
890,1.0,1.0,98,107,12,14,45
891,1.0,1.0,99,100,12,13,5
892,1.0,1.0,99,101,12,14,10
893,1.0,1.0,99,102,12,14,15
894,1.0,1.0,99,103,12,14,20
895,1.0,1.0,99,104,12,14,25
896,1.0,1.0,99,105,12,14,30
897,1.0,1.0,99,106,12,14,35
898,1.0,1.0,99,107,12,14,40
899,1.0,1.0,99,108,12,14,45
900,1.0,1.0,100,101,13,14,5
901,1.0,1.0,100,102,13,14,10
902,1.0,1.0,100,103,13,14,15
903,1.0,1.0,100,104,13,14,20
904,1.0,1.0,100,105,13,14,25
905,1.0,1.0,100,106,13,14,30
906,1.0,1.0,100,107,13,14,35
907,1.0,1.0,100,108,13,14,40
908,1.0,1.0,100,109,13,14,45
909,1.0,1.0,101,102,14,14,5
910,1.0,1.0,101,103,14,14,10
911,1.0,1.0,101,104,14,14,15
912,1.0,1.0,101,105,14,14,20
913,1.0,1.0,101,106,14,14,25
914,1.0,1.0,101,107,14,14,30
915,1.0,1.0,101,108,14,14,35
916,1.0,1.0,101,109,14,14,40
917,1.0,1.0,101,110,14,14,45
918,1.0,1.0,102,103,14,14,5
919,1.0,1.0,102,104,14,14,10
920,1.0,1.0,102,105,14,14,15
921,1.0,1.0,102,106,14,14,20
922,1.0,1.0,102,107,14,14,25
923,1.0,1.0,102,108,14,14,30
924,1.0,1.0,102,109,14,14,35
925,1.0,1.0,102,110,14,14,40
926,1.0,1.0,102,111,14,14,45
927,1.0,1.0,103,104,14,14,5
928,1.0,1.0,103,105,14,14,10
929,1.0,1.0,103,106,14,14,15
930,1.0,1.0,103,107,14,14,20
931,1.0,1.0,103,108,14,14,25
932,1.0,1.0,103,109,14,14,30
933,1.0,1.0,103,110,14,14,35
934,1.0,1.0,103,111,14,14,40
935,1.0,1.0,103,112,14,15,45
936,1.0,1.0,104,105,14,14,5
937,1.0,1.0,104,106,14,14,10
938,1.0,1.0,104,107,14,14,15
939,1.0,1.0,104,108,14,14,20
940,1.0,1.0,104,109,14,14,25
941,1.0,1.0,104,110,14,14,30
942,1.0,1.0,104,111,14,14,35
943,1.0,1.0,104,112,14,15,40
944,1.0,1.0,104,113,14,15,45
945,1.0,1.0,105,106,14,14,5
946,1.0,1.0,105,107,14,14,10
947,1.0,1.0,105,108,14,14,15
948,1.0,1.0,105,109,14,14,20
949,1.0,1.0,105,110,14,14,25
950,1.0,1.0,105,111,14,14,30
951,1.0,1.0,105,112,14,15,35
952,1.0,1.0,105,113,14,15,40
953,1.0,1.0,105,114,14,15,45
954,1.0,1.0,106,107,14,14,5
955,1.0,1.0,106,108,14,14,10
956,1.0,1.0,106,109,14,14,15
957,1.0,1.0,106,110,14,14,20
958,1.0,1.0,106,111,14,14,25
959,1.0,1.0,106,112,14,15,30
960,1.0,1.0,106,113,14,15,35
961,1.0,1.0,106,114,14,15,40
962,1.0,1.0,106,115,14,15,45
963,1.0,1.0,107,108,14,14,5
964,1.0,1.0,107,109,14,14,10
965,1.0,1.0,107,110,14,14,15
966,1.0,1.0,107,111,14,14,20
967,1.0,1.0,107,112,14,15,25
968,1.0,1.0,107,113,14,15,30
969,1.0,1.0,107,114,14,15,35
970,1.0,1.0,107,115,14,15,40
971,1.0,0.9831932773109243,107,116,14,17,45
972,1.0,1.0,108,109,14,14,5
973,1.0,1.0,108,110,14,14,10
974,1.0,1.0,108,111,14,14,15
975,1.0,1.0,108,112,14,15,20
976,1.0,1.0,108,113,14,15,25
977,1.0,1.0,108,114,14,15,30
978,1.0,1.0,108,115,14,15,35
979,1.0,0.9831932773109243,108,116,14,17,40
980,0.9920634627342224,0.9841269841269841,108,117,14,18,45
981,1.0,1.0,109,110,14,14,5
982,1.0,1.0,109,111,14,14,10
983,1.0,1.0,109,112,14,15,15
984,1.0,1.0,109,113,14,15,20
985,1.0,1.0,109,114,14,15,25
986,1.0,1.0,109,115,14,15,30
987,1.0,0.9831932773109243,109,116,14,17,35
988,0.9920634627342224,0.9841269841269841,109,117,14,18,40
989,0.9920634627342224,0.9841269841269841,109,118,14,18,45
990,1.0,1.0,110,111,14,14,5
991,1.0,1.0,110,112,14,15,10
992,1.0,1.0,110,113,14,15,15
993,1.0,1.0,110,114,14,15,20
994,1.0,1.0,110,115,14,15,25
995,1.0,0.9831932773109243,110,116,14,17,30
996,0.9920634627342224,0.9841269841269841,110,117,14,18,35
997,0.9920634627342224,0.9841269841269841,110,118,14,18,40
998,1.0,0.9841269841269841,110,119,14,18,45
999,1.0,1.0,111,112,14,15,5
1000,1.0,1.0,111,113,14,15,10
1001,1.0,1.0,111,114,14,15,15
1002,1.0,1.0,111,115,14,15,20
1003,1.0,0.9831932773109243,111,116,14,17,25
1004,0.9920634627342224,0.9841269841269841,111,117,14,18,30
1005,0.9920634627342224,0.9841269841269841,111,118,14,18,35
1006,1.0,0.9841269841269841,111,119,14,18,40
1007,1.0,0.9849624060150376,111,120,14,19,45
1008,1.0,1.0,112,113,15,15,5
1009,1.0,1.0,112,114,15,15,10
1010,1.0,1.0,112,115,15,15,15
1011,1.0,0.984313725490196,112,116,15,17,20
1012,0.9925925731658936,0.9851851851851852,112,117,15,18,25
1013,1.0,0.9851851851851852,112,118,15,18,30
1014,1.0,0.9851851851851852,112,119,15,18,35
1015,1.0,0.9859649122807017,112,120,15,19,40
1016,1.0,0.9873015873015873,112,121,15,21,45
1017,1.0,1.0,113,114,15,15,5
1018,1.0,1.0,113,115,15,15,10
1019,1.0,0.984313725490196,113,116,15,17,15
1020,0.9925925731658936,0.9851851851851852,113,117,15,18,20
1021,0.9925925731658936,0.9851851851851852,113,118,15,18,25
1022,1.0,0.9851851851851852,113,119,15,18,30
1023,1.0,0.9859649122807017,113,120,15,19,35
1024,1.0,0.9809523809523809,113,121,15,21,40
1025,1.0,0.9809523809523809,113,122,15,21,45
1026,1.0,1.0,114,115,15,15,5
1027,1.0,0.984313725490196,114,116,15,17,10
1028,0.9925925731658936,0.9851851851851852,114,117,15,18,15
1029,0.9925925731658936,0.9851851851851852,114,118,15,18,20
1030,1.0,0.9851851851851852,114,119,15,18,25
1031,1.0,0.9859649122807017,114,120,15,19,30
1032,1.0,0.9873015873015873,114,121,15,21,35
1033,1.0,0.9809523809523809,114,122,15,21,40
1034,1.0,0.9809523809523809,114,123,15,21,45
1035,1.0,0.984313725490196,115,116,15,17,5
1036,1.0,0.9851851851851852,115,117,15,18,10
1037,1.0,0.9851851851851852,115,118,15,18,15
1038,1.0,0.9851851851851852,115,119,15,18,20
1039,1.0,0.9859649122807017,115,120,15,19,25
1040,0.9873015880584717,0.9873015873015873,115,121,15,21,30
1041,0.9873015880584717,0.9873015873015873,115,122,15,21,35
1042,0.9873015880584717,0.9873015873015873,115,123,15,21,40
1043,0.9873015880584717,0.9873015873015873,115,124,15,21,45
1044,1.0,1.0,116,117,17,18,5
1045,1.0,1.0,116,118,17,18,10
1046,1.0,1.0,116,119,17,18,15
1047,1.0,1.0,116,120,17,19,20
1048,1.0,0.9943977591036415,116,121,17,21,25
1049,1.0,0.9943977591036415,116,122,17,21,30
1050,0.994397759437561,0.9943977591036415,116,123,17,21,35
1051,0.994397759437561,0.9943977591036415,116,124,17,21,40
1052,0.994397759437561,0.9943977591036415,116,125,17,21,45
1053,1.0,1.0,117,118,18,18,5
1054,1.0,1.0,117,119,18,18,10
1055,1.0,1.0,117,120,18,19,15
1056,1.0,0.9947089947089947,117,121,18,21,20
1057,1.0,0.9947089947089947,117,122,18,21,25
1058,1.0,0.9947089947089947,117,123,18,21,30
1059,0.9947090148925781,0.9947089947089947,117,124,18,21,35
1060,0.9947090148925781,0.9947089947089947,117,125,18,21,40
1061,0.9947090148925781,0.9947089947089947,117,126,18,21,45
1062,1.0,1.0,118,119,18,18,5
1063,1.0,1.0,118,120,18,19,10
1064,1.0,0.9947089947089947,118,121,18,21,15
1065,1.0,0.9947089947089947,118,122,18,21,20
1066,1.0,0.9947089947089947,118,123,18,21,25
1067,0.9947090148925781,0.9947089947089947,118,124,18,21,30
1068,0.9947090148925781,0.9947089947089947,118,125,18,21,35
1069,0.9947090148925781,0.9947089947089947,118,126,18,21,40
1070,0.9949495196342468,0.9949494949494949,118,127,18,22,45
1071,1.0,1.0,119,120,18,19,5
1072,1.0,1.0,119,121,18,21,10
1073,1.0,1.0,119,122,18,21,15
1074,1.0,0.9947089947089947,119,123,18,21,20
1075,1.0,0.9947089947089947,119,124,18,21,25
1076,0.9947090148925781,0.9947089947089947,119,125,18,21,30
1077,0.9947090148925781,0.9947089947089947,119,126,18,21,35
1078,0.9949495196342468,0.9949494949494949,119,127,18,22,40
1079,0.9951691031455994,0.9951690821256038,119,128,18,23,45
1080,1.0,1.0,120,121,19,21,5
1081,1.0,1.0,120,122,19,21,10
1082,1.0,1.0,120,123,19,21,15
1083,1.0,1.0,120,124,19,21,20
1084,1.0,1.0,120,125,19,21,25
1085,1.0,1.0,120,126,19,21,30
1086,1.0,1.0,120,127,19,22,35
1087,1.0,1.0,120,128,19,23,40
1088,1.0,1.0,120,129,19,23,45
1089,1.0,1.0,121,122,21,21,5
1090,1.0,1.0,121,123,21,21,10
1091,1.0,1.0,121,124,21,21,15
1092,1.0,1.0,121,125,21,21,20
1093,1.0,1.0,121,126,21,21,25
1094,1.0,1.0,121,127,21,22,30
1095,1.0,1.0,121,128,21,23,35
1096,1.0,1.0,121,129,21,23,40
1097,1.0,1.0,121,130,21,23,45
1098,1.0,1.0,122,123,21,21,5
1099,1.0,1.0,122,124,21,21,10
1100,1.0,1.0,122,125,21,21,15
1101,1.0,1.0,122,126,21,21,20
1102,1.0,1.0,122,127,21,22,25
1103,1.0,1.0,122,128,21,23,30
1104,1.0,1.0,122,129,21,23,35
1105,1.0,1.0,122,130,21,23,40
1106,1.0,1.0,122,131,21,23,45
1107,1.0,1.0,123,124,21,21,5
1108,1.0,1.0,123,125,21,21,10
1109,1.0,1.0,123,126,21,21,15
1110,1.0,1.0,123,127,21,22,20
1111,1.0,1.0,123,128,21,23,25
1112,1.0,1.0,123,129,21,23,30
1113,1.0,1.0,123,130,21,23,35
1114,1.0,1.0,123,131,21,23,40
1115,1.0,1.0,123,132,21,23,45
1116,1.0,1.0,124,125,21,21,5
1117,1.0,1.0,124,126,21,21,10
1118,1.0,1.0,124,127,21,22,15
1119,1.0,1.0,124,128,21,23,20
1120,1.0,1.0,124,129,21,23,25
1121,1.0,1.0,124,130,21,23,30
1122,1.0,1.0,124,131,21,23,35
1123,1.0,1.0,124,132,21,23,40
1124,1.0,1.0,124,133,21,23,45
1125,1.0,1.0,125,126,21,21,5
1126,1.0,1.0,125,127,21,22,10
1127,1.0,1.0,125,128,21,23,15
1128,1.0,1.0,125,129,21,23,20
1129,1.0,1.0,125,130,21,23,25
1130,1.0,1.0,125,131,21,23,30
1131,1.0,1.0,125,132,21,23,35
1132,1.0,1.0,125,133,21,23,40
1133,1.0,1.0,125,134,21,23,45
1134,1.0,1.0,126,127,21,22,5
1135,1.0,1.0,126,128,21,23,10
1136,1.0,1.0,126,129,21,23,15
1137,1.0,1.0,126,130,21,23,20
1138,1.0,1.0,126,131,21,23,25
1139,1.0,1.0,126,132,21,23,30
1140,1.0,1.0,126,133,21,23,35
1141,1.0,1.0,126,134,21,23,40
1142,1.0,1.0,126,135,21,23,45
1143,1.0,1.0,127,128,22,23,5
1144,1.0,1.0,127,129,22,23,10
1145,1.0,1.0,127,130,22,23,15
1146,1.0,1.0,127,131,22,23,20
1147,1.0,1.0,127,132,22,23,25
1148,1.0,1.0,127,133,22,23,30
1149,1.0,1.0,127,134,22,23,35
